t;x;y;z;Aceleracao_0;Aceleracao_1;Aceleracao_2
22,08;0,09093463;0,907473412;2398,248297;0,000285809;9,809997701;3,25E-06
22,144;0,093185275;0,912543006;2412,151186;0,000269338;9,809994755;-2,21E-05
22,208;0,09521062;0,917610876;2426,094257;-0,055004842;9,809999394;-0,000420757
22,272;0,097195759;0,922679134;2440,077509;-0,009815913;9,810004521;9,45E-05
22,336;0,099181369;0,927747046;2454,100943;0,000115073;9,810002849;-8,43E-05
22,4;0,101167454;0,93281446;2468,164559;0,000115848;9,809998261;-0,000121732
22,464;0,103154033;0,937881336;2482,268356;0,00012057;9,809998837;-0,000131242
22,528;0,105141151;0,942947722;2496,412336;0,000131604;9,810002488;-0,000119821
22,592;0,107128901;0,948013644;2510,596497;0,000154275;9,810001283;-0,000112968
22,656;0,109117351;0,953079077;2524,82084;0,00017107;9,809997911;-0,000119588
22,72;0,111100049;0,958144031;2539,085364;-0,001404348;9,809999637;-0,000117059
22,784;0,113083335;0,963208387;2553,390071;0,00014338;9,810002544;-0,000145682
22,848;0,115067147;0,968272089;2567,734959;0,000128621;9,810000123;-0,000159857
22,912;0,117051498;0,973335091;2582,120029;0,000131449;9,809997456;-0,000170906
22,976;0,119036421;0,978397441;2596,54528;0,000139735;9,810000345;-0,000159044
23,04;0,121021994;0,983459218;2611,010714;0,000158609;9,810002604;-0,000140126
23,104;0,123008323;0,988520438;2625,516329;0,000184776;9,809999237;-0,000135739
23,168;0,124995437;0,993581074;2640,062126;0,000191559;9,809997466;-0,000142701
23,232;0,126983251;0,998641094;2654,648105;0,000170885;9,810001219;-0,000150404
23,296;0,128971678;1,003700438;2669,274265;0,00014939;9,810002405;-0,000165066
23,36;0,130960697;1,008759024;2683,940607;0,000144842;9,809998354;-0,000185002
23,424;0,132950328;1,013816846;2698,647131;0,000149402;9,809997806;-0,000186506
23,488;0,134940615;1,018873988;2713,393837;0,000160163;9,810002069;-0,000165995
23,552;0,136931663;1,023930516;2728,180724;0,000185508;9,810001907;-0,000150112
23,616;0,138923566;1,028986419;2743,007794;0,000209146;9,809997541;-0,000152258
23,68;0,140916298;1,034041669;2757,875045;0,000202042;9,809998477;-0,000159692
23,744;0,142909744;1,039096228;2772,782477;0,000174531;9,810002798;-0,000168548
23,808;0,144903841;1,044150014;2787,730092;0,000158813;9,810001076;-0,000188822
23,872;0,146898591;1,049202958;2802,717888;0,000159605;9,809996931;-0,000205396
23,936;0,148894018;1,054255108;2817,745866;0,000165138;9,809999437;-0,000194139
24;0,150890191;1,059306562;2832,814026;0,000182179;9,810003283;-0,000169589
24,064;0,15288724;1,064357356;2847,922368;0,000213874;9,809999992;-0,00016133
24,128;0,154885223;1,069407462;2863,070891;0,000227831;9,809996611;-0,000168027
24,192;0,156877331;1,074456961;2878,259596;-0,001434209;9,810000629;-0,000148063
24,256;0,158870183;1,079505672;2893,488483;0,000181712;9,810003347;-0,000192437
24,32;0,160863731;1,084553513;2908,757552;0,000169949;9,809998757;-0,000212291
24,384;0,162857989;1,089600458;2924,066802;0,000173305;9,809996786;-0,00021875
24,448;0,164852988;1,094646604;2939,416234;0,000180979;9,810001879;-0,000195216
24,512;0,166848839;1,099692038;2954,805848;0,000207943;9,810002976;-0,000173868
24,576;0,168845674;1,104736755;2970,235644;0,000240015;9,809997496;-0,000174847
24,64;0,170843476;1,109780728;2985,705621;0,000236358;9,809997421;-0,00018187
24,704;0,172833339;1,114824156;3001,21578;-0,001938144;9,810003072;-0,000132937
24,768;0,174823948;1,119866724;3016,766121;0,000181789;9,810002044;-0,000209771
24,832;0,176815302;1,124908337;3032,356644;0,000182233;9,809996469;-0,000233549
24,896;0,178807416;1,129949034;3047,987349;0,000185207;9,809998567;-0,000223263
24,96;0,180800349;1,134988941;3063,658235;0,000200177;9,810003946;-0,000193062
25,024;0,182794257;1,140028103;3079,369303;0,000238033;9,810000709;-0,000181808
25,088;0,184789229;1,145066492;3095,120552;0,000259539;9,80999578;-0,000188918
25,152;0,186777487;1,150104188;3110,911984;-0,001638998;9,810000135;-0,000168922
25,216;0,188766585;1,155141022;3126,743597;0,000205288;9,810004297;-0,00021067
25,28;0,190756468;1,16017689;3142,615392;0,000191271;9,809999014;-0,000235767
25,344;0,192747142;1,165211746;3158,527369;0,000193484;9,80999577;-0,000246822
25,408;0,194738626;1,170245707;3174,479528;0,000197351;9,810001886;-0,000218844
25,472;0,196731037;1,17527888;3190,471868;0,000226719;9,81000401;-0,000192357
25,536;0,198724547;1,180311259;3206,50439;0,000268143;9,809997204;-0,000193679
25,6;0,200719148;1,185342819;3222,577094;0,000266313;9,809996457;-0,000200023
25,664;0,202706482;1,190373748;3238,689979;-0,001774263;9,810003635;-0,000154115
25,728;0,20469464;1,195403742;3254,843047;0,000201286;9,810002854;-0,000228129
25,792;0,206683625;1,200432675;3271,036296;0,000202024;9,809995672;-0,000259184
25,856;0,208673436;1,205460595;3287,269727;0,000201513;9,809997973;-0,000247155
25,92;0,210664128;1,210487656;3303,543339;0,000215073;9,810004955;-0,000209911
25,984;0,212655892;1,215513906;3319,857134;0,000261787;9,810001019;-0,000197835
26,048;0,214648842;1,22053931;3336,21111;0,000289617;9,809994632;-0,000206437
26,112;0,216634886;1,22556397;3352,605268;-0,001686297;9,810000174;-0,000181996
26,176;0,218621841;1,230587708;3369,039607;0,000222581;9,810005472;-0,00022481
26,24;0,220609654;1,235610388;3385,514129;0,000209429;9,809998618;-0,000258437
26,304;0,222598327;1,240631955;3402,028832;0,000210176;9,809994654;-0,000271707
26,368;0,22458786;1,245652558;3418,583717;0,000209625;9,810002651;-0,000235343
26,432;0,226578397;1,25067232;3435,178784;0,000245328;9,810004962;-0,000205288
26,496;0,228570152;1,255691221;3451,814032;0,000297492;9,809996079;-0,000210129
26,56;0,230563103;1,260709244;3468,489462;0,000291614;9,80999581;-0,00021442
26,624;0,232548598;1,26572661;3485,205074;-0,001819929;9,810005042;-0,000160454
26,688;0,234534981;1,270742965;3501,960868;0,000216522;9,81000309;-0,000246926
26,752;0,236522261;1,275758152;3518,756844;0,00021913;9,809994092;-0,000285025
26,816;0,238510414;1,280772255;3535,593001;0,000213119;9,809998215;-0,000264611
26,88;0,240499505;1,28578546;3552,46934;0,000228985;9,810006616;-0,000219376
26,944;0,242489784;1,290797797;3569,385861;0,000290057;9,810000216;-0,000211662
27,008;0,244481368;1,295809226;3586,342563;0,000318636;9,809993072;-0,000221939
27,072;0,246468122;1,300819869;3603,339447;-0,001179251;9,810001555;-0,000191826
27,136;0,248455829;1,305829539;3620,376513;0,000232488;9,810006739;-0,000237556
27,2;0,250444462;1,310838039;3637,453761;0,000226395;9,809996724;-0,000285521
27,264;0,252434009;1,31584534;3654,571191;0,00022283;9,809993838;-0,000292821
27,328;0,254424452;1,32085165;3671,728802;0,000218999;9,810005006;-0,000242041
27,392;0,256416005;1,325857081;3688,926595;0,000270969;9,810005133;-0,000214466
27,456;0,25840892;1,330861583;3706,16457;0,000332295;9,809993418;-0,000226686
27,52;0,260396174;1,335865187;3723,442727;-0,001381869;9,809996475;-0,000219502
27,584;0,262384457;1,340867859;3740,761065;0,000251238;9,810007706;-0,000227281
27,648;0,264373687;1,345869411;3758,119585;0,000231241;9,810001593;-0,000273641
27,712;0,266363877;1,350869683;3775,518287;0,000234168;9,809991623;-0,000312581
27,776;0,268354964;1,355868843;3792,957171;0,000219199;9,810000622;-0,000271222
27,84;0,270347071;1,360867095;3810,436236;0,000248985;9,810008609;-0,000221908
27,904;0,272340533;1,365864415;3827,955484;0,000330579;9,809996912;-0,000227436
27,968;0,2743354;1,370860775;3845,514912;0,000343167;9,809991947;-0,000234194
28,032;0,276311108;1,375856652;3863,114523;-0,004677423;9,810005459;-0,000118262
28,096;0,278287779;1,380851487;3880,754316;0,000235181;9,810006603;-0,000254029
28,16;0,280265444;1,385845016;3898,43429;0,000242581;9,809992638;-0,000319186
28,224;0,282244041;1,390837306;3916,154446;0,000227348;9,809995237;-0,000302396
28,288;0,284223582;1,395828624;3933,914784;0,000230697;9,810009067;-0,00023721
28,352;0,286204407;1,400819014;3951,715303;0,000313563;9,810002283;-0,000226513
28,416;0,288186736;1,405808409;3969,556004;0,000367;9,809989912;-0,000243186
28,48;0,290157965;1,410797044;3987,436887;-0,002709906;9,81000077;-0,000185265
28,544;0,292130236;1,415784667;4005,357952;0,000254351;9,810010062;-0,000247114
28,608;0,294103527;1,420771001;4023,319199;0,000248969;9,809996226;-0,000314876
28,672;0,296077804;1,425755981;4041,320627;0,000240986;9,809990755;-0,000330563
28,736;0,298052993;1,430739898;4059,362237;0,000222346;9,810006795;-0,00025919
28,8;0,300029375;1,435722889;4077,444029;0,00029145;9,810007537;-0,000226394
28,864;0,302007316;1,440704861;4095,566002;0,000380467;9,809990504;-0,000248607
28,928;0,303983547;1,44568588;4113,728158;-0,000417262;9,809995319;-0,000232895
28,992;0,305960859;1,450665965;4131,930495;0,000263674;9,810011276;-0,000227826
29,056;0,307939209;1,455644809;4150,173014;0,000253607;9,810001223;-0,000303058
29,12;0,309918608;1,460622205;4168,455714;0,000256053;9,809987958;-0,000353386
29,184;0,311898921;1,46559843;4186,778597;0,000222967;9,810002698;-0,000286008
29,248;0,313880336;1,470573718;4205,141661;0,000269382;9,810011743;-0,000228694
29,312;0,315863331;1,475547979;4223,544907;0,000385404;9,809993137;-0,000250873
29,376;0,317847886;1,480521224;4241,988334;0,000381032;9,8099902;-0,000248102
29,44;0,31981282;1,485494074;4260,471944;-0,004790208;9,810010352;-9,62E-05
29,504;0,321778797;1,490465759;4278,995735;0,000254406;9,810006336;-0,000284601
29,568;0,32374587;1,495435941;4297,559708;0,000267732;9,809987368;-0,000366905
29,632;0,325713882;1,500404834;4316,163863;0,000229233;9,809997749;-0,000314541
29,696;0,327682912;1,505372765;4334,808199;0,000248564;9,810013988;-0,000235123
29,76;0,329653491;1,510339669;4353,492717;0,000378187;9,809997302;-0,000250467
29,824;0,331625754;1,515305505;4372,217417;0,000411076;9,809986556;-0,000260943
29,888;0,333594393;1,520270534;4390,982299;-0,00088479;9,810007717;-0,000196874
29,952;0,335564094;1,525234462;4409,787363;0,000259465;9,810010938;-0,000269025
30,016;0,337534942;1,530196849;4428,632608;0,000279904;9,809988182;-0,000376124
30,08;0,339506779;1,535157831;4447,518035;0,000241394;9,809993003;-0,000342927
30,144;0,341479579;1,540117814;4466,443644;0,000235163;9,810015033;-0,000243876
30,208;0,343453901;1,545076775;4485,409434;0,000371574;9,810001514;-0,000249595
30,272;0,345430024;1,550034618;4504,415407;0,000439618;9,809983816;-0,000273017
30,336;0,347398786;1,554991695;4523,461561;-0,001797089;9,810004775;-0,000186749
30,4;0,349368652;1,559947702;4542,547896;0,000269557;9,810014563;-0,000261612
30,464;0,351339702;1,564902143;4561,674414;0,000289196;9,809989564;-0,000381908
30,528;0,353311791;1,569855077;4580,841113;0,000253357;9,809989026;-0,000368207
30,592;0,355284804;1,574806974;4600,047994;0,000225757;9,810015286;-0,00025324
30,656;0,357259313;1,579757849;4619,295057;0,000365316;9,810005205;-0,000249306
30,72;0,359235721;1,584707561;4638,582302;0,000463681;9,809981999;-0,000283872
30,784;0,36120029;1,589656516;4657,909728;-0,002890728;9,810002159;-0,000184952
30,848;0,363165993;1,594604428;4677,277336;0,000277272;9,810017238;-0,000254595
30,912;0,365132917;1,599550754;4696,685126;0,000297845;9,809990851;-0,000387249
30,976;0,367100924;1,604495486;4716,133098;0,000264328;9,809986065;-0,000389345
31,04;0,369069513;1,609439448;4735,621251;0,000142292;9,81001537;-0,000187686
31,104;0,371038991;1,614382932;4755,149587;0,000216988;9,81000779;-0,000116814
31,168;0,373009857;1,619325774;4774,718104;0,000338755;9,809980843;-0,000156819
31,232;0,374975559;1,624268312;4794,326802;-0,001260499;9,810000301;-7,39E-05
31,296;0,376941845;1,629210448;4813,975683;0,000142439;9,810018874;-9,84E-05
31,36;0,378908824;1,63415158;4833,664745;0,000169089;9,809991906;-0,000245016
31,424;0,380876353;1,63909164;4853,393989;0,000134452;9,809984286;-0,000261842
31,488;0,382844189;1,644031157;4873,163415;7,49E-05;9,810014938;-0,000132353
31,552;0,384812885;1,648970199;4892,973022;0,00020993;9,810009639;-0,000116105
31,616;0,386782996;1,653908581;4912,822811;0,000345455;9,80998059;-0,000161195
31,68;0,388748411;1,658846628;4932,712782;-0,001146312;9,809998737;-8,15E-05
31,744;0,390714414;1,66378429;4952,642935;0,000143344;9,810019822;-9,42E-05
31,808;0,392681112;1,668720948;4972,61327;0,000169803;9,809992906;-0,000245087
31,872;0,394648382;1,673656496;4992,623786;0,000139419;9,809983029;-0,000270999
31,936;0,396615952;1,678591481;5012,674484;7,35E-05;9,810014651;-0,000137309
32;0,398584367;1,68352599;5032,765364;0,000206117;9,810010914;-0,000116323
32,064;0,400554222;1,688459822;5052,896426;0,000351676;9,809980207;-0,000165259
32,128;0,40251814;1,693393315;5073,067669;-0,001449337;9,809997823;-8,29E-05
32,192;0,404482652;1,698326424;5093,279094;0,000144749;9,810020667;-9,36E-05
32,256;0,406447864;1,703258514;5113,530701;0,000171096;9,809993223;-0,000248661
32,32;0,40841366;1,708189463;5133,822489;0,000142472;9,809982092;-0,000278916
32,384;0,41037975;1,713119837;5154,15446;7,20E-05;9,810014945;-0,000140025
32,448;0,412346689;1,718049729;5174,526612;0,000206982;9,810011602;-0,000117863
32,512;0,414315101;1,722978925;5194,938946;0,000359817;9,809979456;-0,000169943
32,576;0,416276433;1,727907787;5215,391462;-0,001728708;9,809997661;-8,15E-05
32,64;0,418238361;1,732836262;5235,884159;0,00014554;9,810021571;-9,46E-05
32,704;0,420201;1,737763686;5256,417038;0,00017377;9,809992746;-0,000256317
32,768;0,42216423;1,74268994;5276,990099;0,0001441;9,80998144;-0,000285934
32,832;0,424127747;1,747615618;5297,603342;7,02E-05;9,810015925;-0,000140432
32,896;0,426092134;1,752540801;5318,256766;0,000212203;9,810011656;-0,000120909
32,96;0,428058031;1,757465266;5338,950373;0,000368962;9,80997832;-0,000175232
33,024;0,430015;1,762389426;5359,68416;-0,002179965;9,809998353;-7,46E-05
33,088;0,431972567;1,767313182;5380,45813;0,000146033;9,810022429;-9,84E-05
33,152;0,43393086;1,772235843;5401,272282;0,000177356;9,809991384;-0,000267465
33,216;0,43588974;1,777157316;5422,126615;0,000143349;9,809981301;-0,000289952
33,28;0,437848903;1,782078226;5443,02113;6,89E-05;9,810017604;-0,000137627
33,344;0,439808981;1,786998621;5463,955827;0,000223454;9,810010774;-0,000125699
33,408;0,441770608;1,791918278;5484,930705;0,000378275;9,809976908;-0,000179996
33,472;0,443723088;1,796837664;5505,945766;-0,002233164;9,810000203;-6,62E-05
33,536;0,445676162;1,80175662;5527,001008;0,000145088;9,810023046;-0,000105101
33,6;0,447629984;1,806674412;5548,096432;0,000182506;9,809988889;-0,000284075
33,664;0,449584376;1,811591014;5569,232037;0,000139298;9,809981957;-0,000290652
33,728;0,451539049;1,816507076;5590,407824;6,83E-05;9,810020107;-0,000131816
33,792;0,453494716;1,82142259;5611,623794;0,000242967;9,810008641;-0,000133792
33,856;0,455451976;1,826337347;5632,879944;0,000388675;9,809975262;-0,00018461
33,92;0,457402361;1,831251856;5654,176277;-0,001678335;9,810003456;-6,07E-05
33,984;0,459353335;1,836165894;5675,512792;0,000143634;9,810023228;-0,00011518
34,048;0,461305087;1,841078676;5696,889488;0,000190205;9,809985152;-0,000306447
34,112;0,463257381;1,845990282;5718,306365;0,000132003;9,809983727;-0,000287163
34,176;0,465209961;1,85090138;5739,763425;7,02E-05;9,810023308;-0,000123847
34,24;0,467163654;1,855811881;5761,260667;0,000271408;9,810004943;-0,000145998
34,304;0,469118975;1,860721613;5782,79809;0,000397693;9,809973761;-0,000187751
34,368;0,471071972;1,865631083;5804,375695;-0,000567572;9,810008278;-6,39E-05
34,432;0,473025555;1,870540014;5825,993481;0,000143016;9,810022399;-0,000131398
34,496;0,474979953;1,875447582;5847,65145;0,000199304;9,809980269;-0,000332978
34,56;0,476934844;1,880354018;5869,3496;0,000120005;9,809987265;-0,000276336
34,624;0,478890053;1,885259983;5891,087932;7,79E-05;9,810026734;-0,000114978
34,688;0,480846535;1,89016528;5912,866446;0,000310644;9,809999189;-0,000163184
34,752;0,482804664;1,895069813;5934,685141;0,000402124;9,809973169;-0,000186541
34,816;0,484750619;1,899974312;5956,544019;-0,002972163;9,810014729;-7,98E-06
34,88;0,486697174;1,904878163;5978,443078;0,000146267;9,810019311;-0,000158616
34,944;0,488644567;1,909780549;6000,382318;0,000204993;9,809975143;-0,000357417
35,008;0,490592376;1,914681892;6022,361741;0,000101202;9,809993406;-0,00025465
35,072;0,492540146;1,919583185;6044,381345;-9,31E-06;9,810028713;-1,22E-05
35,136;0,494488789;1,924484259;6066,441131;0,000213148;9,809991493;-5,35E-05
35,2;0,496438474;1,929385161;6088,541099;0,000254204;9,80997548;-4,19E-05
35,264;0,498373094;1,934286738;6110,681249;-0,003677848;9,810021371;0,00016468
35,328;0,50030783;1,939188079;6132,86158;2,84E-05;9,810013071;-5,74E-05
35,392;0,502242854;1,944088482;6155,082093;7,03E-05;9,809971889;-0,000229214
35,456;0,50417765;1,948988519;6177,342788;-5,58E-05;9,810001581;-8,93E-05
35,52;0,506112382;1,953888635;6199,643665;-1,55E-05;9,810027303;1,94E-05
35,584;0,508048113;1,95878848;6221,984723;0,00024374;9,809984097;-6,64E-05
35,648;0,509984763;1,963688241;6244,365963;0,000224598;9,809981066;-2,02E-05
35,712;0,511918834;1,968588403;6266,787385;-0,000629788;9,81002601;9,78E-05
35,776;0,513853082;1,973488159;6289,248989;4,32E-05;9,810005285;-9,91E-05
35,84;0,515787577;1,978386984;6311,750774;6,04E-05;9,809971133;-0,000227481
35,904;0,517721778;1,983285572;6334,292741;-7,16E-05;9,81000993;-5,75E-05
35,968;0,51965608;1,988184212;6356,87489;2,43E-05;9,810023794;1,24E-05
36,032;0,521591495;1,993082539;6379,497221;0,000272073;9,809977478;-7,65E-05
36,096;0,523525522;1,997980887;6402,159733;-0,000339122;9,809987988;5,35E-06
36,16;0,525459615;2,002879522;6424,862428;1,64E-05;9,810028957;6,97E-05
36,224;0,527393947;2,007777581;6447,605304;5,80E-05;9,809996797;-0,000140318
36,288;0,529328461;2,012674751;6470,388361;4,47E-05;9,809972601;-0,000217121
36,352;0,531262642;2,017571803;6493,211601;-8,15E-05;9,810017674;-2,89E-05
36,416;0,533197108;2,022468854;6516,075022;6,96E-05;9,810018228;-6,65E-08
36,48;0,535132763;2,027365574;6538,978625;0,000290324;9,809972606;-8,11E-05
36,544;0,537052273;2,032262558;6561,92241;-0,003941616;9,809996176;6,46E-05
36,608;0,538971861;2,03715971;6584,906377;1,90E-05;9,81002919;4,12E-05
36,672;0,540891729;2,042056147;6607,930525;6,86E-05;9,8099885;-0,000174636
36,736;0,542811688;2,046951786;6630,994855;2,21E-05;9,809976908;-0,000194954
36,8;0,544731308;2,051847401;6654,099367;-8,30E-05;9,810023566;-5,84E-06
36,864;0,546651394;2,056742951;6677,24406;0,000114106;9,81001077;-1,57E-05
36,928;0,548572669;2,06163819;6700,428936;0,000290068;9,809970773;-7,62E-05
36,992;0,550489913;2,066533702;6723,653993;-0,000984117;9,810004717;6,69E-05
37,056;0,552407207;2,071429305;6746,919232;1,22E-05;9,810026833;2,23E-05
37,12;0,554324818;2,076324071;6770,224652;7,76E-05;9,80998115;-0,000204387
37,184;0,556242423;2,081218151;6793,570255;-1,51E-06;9,809983027;-0,000167593
37,248;0,558159728;2,086112275;6816,956039;-7,33E-05;9,810027891;1,07E-05
37,312;0,560077699;2,091006259;6840,382005;0,000162774;9,810002367;-3,41E-05
37,376;0,561996837;2,095899968;6863,848152;0,000284682;9,809970747;-6,70E-05
37,44;0,563916333;2,10079396;6887,354482;8,75E-05;9,810013092;6,88E-05
37,504;0,565835896;2,105687913;6910,900993;1,64E-05;9,810022523;-9,32E-06
37,568;0,567755797;2,110580933;6934,487686;8,25E-05;9,809974949;-0,00022782
37,632;0,569675592;2,115473394;6958,114561;-2,60E-05;9,809990578;-0,000136542
37,696;0,571595165;2,120365938;6981,781617;-5,39E-05;9,810030182;2,02E-05
37,76;0,573515599;2,125258264;7005,488855;0,000209983;9,80999354;-5,30E-05
37,824;0,575437141;2,130150377;7029,236275;0,000270499;9,809973042;-5,20E-05
37,888;0,577341736;2,135043197;7053,023877;-0,004137262;9,810020601;0,000172731
37,952;0,579246439;2,139935823;7076,851661;2,61E-05;9,810015866;-4,76E-05
38,016;0,581151459;2,144827478;7100,719626;7,77E-05;9,809971262;-0,000237035
38,08;0,583056273;2,149718716;7124,627773;-5,03E-05;9,809999136;-0,000101714
38,144;0,584960981;2,154610041;7148,576102;-2,61E-05;9,810029204;2,14E-05
38,208;0,586866686;2,159501092;7172,564612;0,000243614;9,809985552;-6,70E-05
38,272;0,588773378;2,164392021;7196,593304;0,000240869;9,809978413;-2,97E-05
38,336;0,590673943;2,169283458;7220,662178;-0,001495719;9,810025937;0,00012391
38,4;0,592574677;2,174174525;7244,771234;4,11E-05;9,810007924;-9,05E-05
38,464;0,594475691;2,179064619;7268,920472;6,85E-05;9,809969887;-0,000237334
38,528;0,599717818;2,184430605;7293,10989;0,815701447;9,80980573;0,11618462
38,592;0,602539993;2,191720179;7317,339491;-0,590808546;9,810179736;0,469625962
38,656;0,605705349;2,19907555;7341,609275;0,083784155;9,810104816;0,01606354
38,72;0,609053571;2,20647432;7365,919239;0,044645156;9,809915225;0,010595788
38,784;0,612528193;2,213879402;7390,269385;0,030859597;9,809913248;0,001540737
38,848;0,616105813;2,221271362;7414,659713;0,025145649;9,809968924;-0,003203467
38,912;0,619773089;2,228641267;7439,090222;0,021888832;9,809998827;-0,005384639
38,976;0,623521688;2,235983714;7463,560913;0,019854186;9,810009126;-0,006703605
39,04;0,627346294;2,243294736;7488,071786;0,018556468;9,810010819;-0,007671957
39,104;0,631301287;2,250604074;7512,622841;0,031832969;9,810016842;-0,00041136
39,168;0,63531911;2,257870697;7537,214078;0,015339085;9,809997353;-0,010428397
39,232;0,639325588;2,265425889;7561,845514;-0,002769879;9,814305347;0,070451584
39,296;0,643272837;2,273125103;7586,517124;-0,014459876;9,808125887;0,035161315
39,36;0,647143261;2,280964239;7611,228911;-0,018756334;9,809026621;0,034160823
39,424;0,650924671;2,288937911;7635,980878;-0,021732001;9,80935694;0,032845855
39,488;0,654607907;2,297041872;7660,773025;-0,023968073;9,809574621;0,03180858
39,552;0,658185907;2,305273231;7685,605353;-0,025692331;9,809721191;0,031103142
39,616;0,661653138;2,313629689;7710,477861;-0,027043364;9,809819186;0,030541779
39,68;0,665005238;2,322108782;7735,390551;-0,028108143;9,809883172;0,029940101
39,744;0,668238757;2,330707543;7760,343423;-0,028950445;9,809923904;0,029215918
39,808;0,671350935;2,339422555;7785,336476;-0,029624105;9,809949378;0,028381421
39,872;0,674339515;2,34825018;7810,36971;-0,030175448;9,809965247;0,027493693
39,936;0,677202588;2,3571868;7835,443126;-0,030641417;9,809975265;0,026609944
40;0,679250051;2,363254421;7860,556525;-0,199123471;9,761387923;-0,700439362
40,064;0,682199297;2,368941424;7885,703987;0,220162001;8,316231601;-0,092924051
40,128;0,689059976;2,373112536;7910,898185;0,95493957;11,41003271;-0,370090832
40,192;0,693401043;2,381582008;7936,133954;-0,615139791;10,14929128;1,049404461
40,256;0,700296122;2,387001695;7961,411434;0,623538408;10,18353391;-0,74457637
40,32;0,704732046;2,389032055;7986,726174;-0,600379852;9,096423662;-0,82747253
40,384;0,707201535;2,391929044;8012,080923;-0,480086723;9,76780297;0,21157947
40,448;0,708185706;2,395489585;8037,475775;-0,362626224;9,790878439;0,161999828
40,512;0,708857286;2,39918246;8062,910758;-0,076316323;9,79746777;0,032308283
40,576;0,70934939;2,402962368;8088,385889;-0,043817389;9,802011004;0,021248126
40,64;0,709763711;2,406823693;8113,901182;-0,01899003;9,805041661;0,019877479
40,704;0,709764474;2,410918868;8139,456646;-0,10096611;9,807332397;0,057092058
40,768;0,709361837;2,415230235;8165,052286;-0,098486667;9,808685708;0,052781096
40,832;0,70886507;2,419633444;8190,688105;-0,022980595;9,809235608;0,022422714
40,896;0,708324606;2,424117089;8216,364104;-0,010668326;9,809593677;0,019637382
40,96;0,707803511;2,428669079;8242,080284;0,00472851;9,80986189;0,016685935
41,024;0,70711677;2,433353367;8267,836647;-0,040440735;9,810213295;0,0322994
41,088;0,706041301;2,438221826;8293,633193;-0,094904237;9,810287341;0,044963585
41,152;0,704931225;2,44315147;8319,469921;-0,008448941;9,810198725;0,014937682
41,216;0,703826231;2,448134322;8345,346832;0,001240588;9,810135562;0,012990153
41,28;0,702754196;2,453169238;8371,263925;0,008046793;9,810109127;0,012711141
41,344;0,701773482;2,458251476;8397,2212;0,022295075;9,810113821;0,011553112
41,408;0,700184522;2,463542815;8423,218658;-0,148497576;9,810185002;0,051049905
41,472;0,698609652;2,468864444;8449,256297;0,003439891;9,810111212;0,007395334
41,536;0,697068753;2,47421751;8475,334119;0,008293861;9,810063036;0,007674733
41,6;0,69558294;2,479604936;8501,452123;0,013448606;9,810048328;0,008388852
